Kanzlei,Jobtitel,Location,Link,Erstes_Funddatum,Zuletzt_Gesehen,Email
Blaum Dettmers Rabstein Rechtsanwälte & Notare,"Rechtsanwältin/Rechtsanwalt im Bereich Transport- und Speditionsrecht, Internationales Wirtschaftsrecht (m/w/d)",Bremen,https://blaum.de/karriere/,2026-04-02,karriere@blaum.de,karriere@blaum.de
Blaum Dettmers Rabstein Rechtsanwälte & Notare,Assistenz / Rechtsanwaltsfachangestellte/r / Fremdsprachenkorrespondent/in (m/w/d),Bremen,https://blaum.de/karriere/,2026-04-02,karriere@blaum.de,karriere@blaum.de
Herfet & Özpolat – Rechtsanwälte Partnerschaftsgesellschaft mbB,Rechtsanwaltsfachangestellte (m/w/d),Mönchengladbach,https://herfet-oezpolat.de/karriere/,2026-04-02,v.duismann@herfet-oezpolat.de,v.duismann@herfet-oezpolat.de
Herfet & Özpolat – Rechtsanwälte Partnerschaftsgesellschaft mbB,Rechtsanwalt (m/w/d),Mönchengladbach,https://herfet-oezpolat.de/karriere/,2026-04-02,v.duismann@herfet-oezpolat.de,v.duismann@herfet-oezpolat.de
Herfet & Özpolat – Rechtsanwälte Partnerschaftsgesellschaft mbB,Ausbildung zur Rechtsanwaltsfachangestellten (m/w/d),Mönchengladbach,https://herfet-oezpolat.de/karriere/,2026-04-02,v.duismann@herfet-oezpolat.de,v.duismann@herfet-oezpolat.de
Thomas Kauf,Rechtsanwaltsfachangestellte (m/w/d),Mönchengladbach,https://herfet-oezpolat.de/karriere/,2026-04-02,v.duismann@herfet-oezpolat.de,v.duismann@herfet-oezpolat.de
Thomas Kauf,Rechtsanwalt (m/w/d),Mönchengladbach,https://herfet-oezpolat.de/karriere/,2026-04-02,v.duismann@herfet-oezpolat.de,v.duismann@herfet-oezpolat.de
Thomas Kauf,Ausbildung zur Rechtsanwaltsfachangestellten (m/w/d),Mönchengladbach,https://herfet-oezpolat.de/karriere/,2026-04-02,v.duismann@herfet-oezpolat.de,v.duismann@herfet-oezpolat.de
Sonja Keilhack-Brecht,Rechtsanwaltsfachangestellte,Bremen,https://www.keilhack-brecht.de/,2026-04-02,keilhack-brecht@t-online.de,keilhack-brecht@t-online.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwalt / Rechtsanwältin (m/w/d),Frankfurt am Main,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-frankfurt-am-main/,2026-04-02,bewerbung@kanzlei-voigt.de,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwalt / Rechtsanwältin (m/w/d),Saarbrücken,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-saarbruecken/,2026-04-02,bewerbung@kanzlei-voigt.de,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwalt / Rechtsanwältin (m/w/d),Hannover,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-hannover/,2026-04-02,2026-04-12,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwalt / Rechtsanwältin (m/w/d),Kassel,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-kassel/,2026-04-02,bewerbung@kanzlei-voigt.de,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwalt / Rechtsanwältin (m/w/d),Essen,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-essen/,2026-04-02,bewerbung@kanzlei-voigt.de,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Buchhalter/in (m/w/d),Dortmund,https://kanzlei-voigt.de/standort/dortmund-ruhrallee/,2026-04-02,2026-04-02,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwaltsfachangestellte/r (m/w/d),Dortmund,https://kanzlei-voigt.de/standort/dortmund-ruhrallee/,2026-04-02,2026-04-02,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwaltsfachangestellte/r (m/w/d),Berlin,https://kanzlei-voigt.de/standort/berlin/,2026-04-02,2026-04-02,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH & Co. Bremen KG,Rechtsanwaltsfachangestellte/r (m/w/d),Bielefeld,https://kanzlei-voigt.de/standort/bielefeld/,2026-04-02,2026-04-02,bewerbung@kanzlei-voigt.de
AM WALL Rechtsanwälte in Partnerschaft Lühring Lützen Bönninghaus,Ausbildung,Bremen,https://amwall.eu/,2026-04-02,bewerbung@amwall.eu,bewerbung@amwall.eu
AM WALL Rechtsanwälte in Partnerschaft Lühring Lützen Bönninghaus,Sekretariat,Bremen,https://amwall.eu/,2026-04-02,bewerbung@amwall.eu,bewerbung@amwall.eu
AM WALL Rechtsanwälte in Partnerschaft Lühring Lützen Bönninghaus,Referendariat,Bremen,https://amwall.eu/,2026-04-02,bewerbung@amwall.eu,bewerbung@amwall.eu
AM WALL Rechtsanwälte in Partnerschaft Lühring Lützen Bönninghaus,Anwaltstätigkeit,Bremen,https://amwall.eu/,2026-04-02,bewerbung@amwall.eu,bewerbung@amwall.eu
Weser Law Rechtsanwalts GmbH,Wirtschaftsjurist (m/w/d),Bremen,https://app.meetovo.de/funnel/weserlaw,2026-04-02,karriere@weser-law.de,karriere@weser-law.de
Kanzlei am Kontor,Rechtsanwalt (m/w/d),Bremen,http://www.kanzlei-am-kontor.de/,2026-04-02,bewerbung@jurkontor.de,bewerbung@jurkontor.de
Kanzlei am Kontor,Rechtsanwaltsfachangestellte (m/w/d),Bremen,http://www.kanzlei-am-kontor.de/,2026-04-02,bewerbung@jurkontor.de,bewerbung@jurkontor.de
Hahn Rechtsanwälte PartG mbB,Rechtsanwaltsfachangestellte Hamburg (m/w/d),Hamburg,http://hahn-rechtsanwaelte.de/karriere/rechtsanwaltsfachangestellte-hamburg-mwd,2026-04-02,info@hahn-rechtsanwaelte.de,info@hahn-rechtsanwaelte.de
Hahn Rechtsanwälte PartG mbB,Rechtsanwaltsfachangestellte Bremen (m/w/d),Bremen,http://hahn-rechtsanwaelte.de/karriere/rechtsanwaltsfachangestellte-bremen-mwd,2026-04-02,info@hahn-rechtsanwaelte.de,info@hahn-rechtsanwaelte.de
Hahn Rechtsanwälte PartG mbB,Fachkraft Büromanagement Bremen (m/w/d),Bremen,http://hahn-rechtsanwaelte.de/karriere/fachkraft-bueromanagement-bremen-mwd,2026-04-02,info@hahn-rechtsanwaelte.de,info@hahn-rechtsanwaelte.de
Niedergesäß Stephan,"Sales Manager für Biometrieprodukte (m/w/d) Südeuropa, Vorderasien und Stan-Länder",Jena,https://www.xing.com/jobs/jena-sales-manager-biometrieprodukte-suedeuropa-vorderasien-stan-laender-149781448,2026-04-02,2026-04-19,
Niedergesäß Stephan,(Senior-)Eventmanager/Teamlead (m/w/d),Hamburg,https://www.xing.com/jobs/hamburg-senior-eventmanager-teamlead-144879215,2026-04-02,2026-04-12,
Niedergesäß Stephan,ProjektleiterIn Projektentwicklung (m/w/d),Münster,https://www.xing.com/jobs/muenster-projektleiterin-projektentwicklung-150191355,2026-04-02,2026-04-19,
Niedergesäß Stephan,Projektmanager mit Grafikexpertise (m/w/d),Dortmund,https://www.xing.com/jobs/dortmund-projektmanager-grafikexpertise-150173521,2026-04-02,2026-04-19,
Niedergesäß Stephan,Referent*in (m/w/d) Unternehmenskommunikation,Bremerhaven,https://www.xing.com/jobs/bremerhaven-referent-unternehmenskommunikation-151330712,2026-04-02,2026-04-19,
Niedergesäß Stephan,Wertpapierspezialist (m/w/d),Frankfurt am Main,https://jobs.meinestadt.de/deutschland/premium?id=100011281176&ref=392&tmp=100011281176&ecid=affiliate.b2c.xing.paid.jobs.CPC.nn.392.nn.&utm_source=xing.com,2026-04-02,2026-04-02,
Niedergesäß Stephan,Head of Supply Chain Management & Customer Service (w/m/d),Feldkirchen-Westerham,https://www.xing.com/jobs/feldkirchen-westerham-head-of-supply-chain-management-customer-service-149897888,2026-04-02,2026-04-05,
Niedergesäß Stephan,Head of Marketing (m/w/d),Ahrensburg,https://www.xing.com/jobs/ahrensburg-head-of-marketing-150118053,2026-04-02,2026-04-05,
Niedergesäß Stephan,Sachgebietsleitung Baummanagement (m/w/d),Hamburg,https://hamburgerjobs.de/job/sachgebietsleitung-baummanagement-mwd-1903318?channable=07f3786964006a6f626c6f63616c5f313930333331382e&utm_source=xing&utm_medium=paid-partner&utm_campaign=0056_xing&utm_content=joblocal_1903318,2026-04-02,2026-04-19,
Niedergesäß Stephan,"Projektmanager EquiCrown, Schwerpunkt Kundenservice (w/m/d)",Aichach,https://www.xing.com/jobs/aichach-projektmanager-equicrown-schwerpunkt-kundenservice-152530724,2026-04-02,2026-04-19,
Niedergesäß Stephan,Wertpapierspezialist (m/w/d),Usingen,https://jobs.meinestadt.de/deutschland/premium?id=100011281175&ref=392&tmp=100011281175&ecid=affiliate.b2c.xing.paid.jobs.CPC.nn.392.nn.&utm_source=xing.com,2026-04-02,2026-04-12,
Niedergesäß Stephan,Junior Projektleiter (w/m/d) Wiesent Eventdekoration,München,https://www.xing.com/jobs/muenchen-junior-projektleiter-wiesent-eventdekoration-149656719,2026-04-02,2026-04-05,
Niedergesäß Stephan,Projektleiter Rüstungsprojekte (w/m/d) –Bekleidung und Ausrüstung der Bundeswehr,Köln,https://www.xing.com/jobs/koeln-projektleiter-ruestungsprojekte-bekleidung-ausruestung-bundeswehr-149598069,2026-04-02,2026-04-05,
Niedergesäß Stephan,Product Manager (m/w/d),Glinde,https://www.jobblitz.de/jobad/16198456/?location_hash=72411AE8&pja_cmp=win685448_xing_031&utm_source=xing&utm_medium=paid-partner&utm_campaign=031&campaign=jb_xing,2026-04-02,2026-04-02,
Niedergesäß Stephan,Rezeption / Front Office Management (m/w/d),Kreuth,https://www.xing.com/jobs/kreuth-rezeption-front-office-management-148873411,2026-04-02,2026-04-05,
Niedergesäß Stephan,Testmanager *in / Testautomatisierung IT-Projekte,Oldenburg,https://www.xing.com/jobs/oldenburg-testmanager-testautomatisierung-it-projekte-152662708,2026-04-02,2026-04-05,
Niedergesäß Stephan,New Business Development Manager (m/w/d),Münster,https://www.xing.com/jobs/muenster-new-business-development-manager-150191353,2026-04-02,2026-04-19,
Niedergesäß Stephan,Mitarbeiter (m/w/d) im Patientenservice in Teilzeit - KIRINUS Online Therapie,München,https://joblift.de/joblink?to=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJvZmZlcklkIjoiMzQzYmFhMmMtMDVkMy00OTIyLWIyMWUtMTBhMjNiMDE3OTNmIn0.g_rwXJnVlX-y9mRAjXPuGAie8noUHGkOmpwuOTDBV M&feii=df814e1c-e1dd-4aa0-8653-d2b4422b33dd&fefi=d022a0f2-d6b5-4b38-a41d-b4ceb2ba9eb6&utm_campaign=xing_de_dynamic&utm_medium=REFERRAL&utm_source=216f7532-c957-3897-be00-27fdac6ef172,2026-04-02,2026-04-02,
Niedergesäß Stephan,"Linienführer (all genders), befristet bis 31.01.2028",Berlin,https://www.xing.com/jobs/berlin-linienfuehrer-all-genders-befristet-31-01-2028-148212733,2026-04-02,2026-04-19,
Küchen I Berger I Thielbar Rechtsanwaltskanzlei & Notare,ReNo-Fachangestellte (m/w/d),Bremen,https://www.schlaetzer-kuechen.de/karriere,2026-04-02,2026-04-12,kanzlei@schlaetzer-kuechen.de
Küchen I Berger I Thielbar Rechtsanwaltskanzlei & Notare,Rechtsanwaltsfachangestellte (m/w/d),Bremen,https://www.schlaetzer-kuechen.de/karriere,2026-04-02,2026-04-19,kanzlei@schlaetzer-kuechen.de
Küchen I Berger I Thielbar Rechtsanwaltskanzlei & Notare,Rechtsanwälte (m/w/d),Bremen,https://www.schlaetzer-kuechen.de/karriere,2026-04-02,kanzlei@schlaetzer-kuechen.de,kanzlei@schlaetzer-kuechen.de
Küchen I Berger I Thielbar Rechtsanwaltskanzlei & Notare,Referendaren Pflicht- oder Wahlstation,Bremen,https://www.schlaetzer-kuechen.de/karriere,2026-04-02,kanzlei@schlaetzer-kuechen.de,kanzlei@schlaetzer-kuechen.de
"Oltmanns, Heinemann & Coll. | Rechtsanwälte in Partnerschaft",Rechtsanwalts- und Notarfachkraft,Bremen,https://www.ohlegal.eu/karriere/,2026-04-02,2026-04-19,Oltmanns@ohlegal.eu
"Oltmanns, Heinemann & Coll. | Rechtsanwälte in Partnerschaft",Bürokraft,Bremen,https://www.ohlegal.eu/karriere/,2026-04-02,Oltmanns@ohlegal.eu,Oltmanns@ohlegal.eu
"Oltmanns, Heinemann & Coll. | Rechtsanwälte in Partnerschaft",Zentral- und Telefonkraft,Bremen,https://www.ohlegal.eu/karriere/,2026-04-02,2026-04-19,Oltmanns@ohlegal.eu
Dr. Sponagel Rechtsanwälte - Bremen,Werkstudent (m/w/d) für Kanzlei im Insolvenzrecht,Bremen,https://www.sponagel-recht.de/karriere-werkstudent-kanzlei-m-w-d-bremen/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Bürokauffrau/Bürokaufmann (m/w/d) in Kanzlei für Insolvenzrecht,Bremen,https://www.sponagel-recht.de/karriere-sekretaer-in-bremen/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Ausbildung als Kauffrau / Kaufmann für Bürokommunikation (m/w/d),Hannover,https://www.sponagel-recht.de/karriere-ausbildung-bueromanagement/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Rechtsanwalt / Volljurist (m/w/d) für Insolvenzrecht,Hannover,https://www.sponagel-recht.de/karriere-rechtsanwalt-fuer-insolvenzrecht-m-w-d/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Sachbearbeiter (m/w/d) für die Erstellung der Insolvenztabelle,Hannover,https://www.sponagel-recht.de/karriere-sachbearbeiter-in-fuer-die-erstellung-der-insolvenztabelle-mwd/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Sachbearbeiter / Wirtschaftsjurist (m/w/d) für Schlussrechnung in Insolvenzverfahren,Hannover,https://www.sponagel-recht.de/karriere-sachbearbeiter-mwd-fuer-die-schlussrechnung-in-insolvenzverfahren/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Sachbearbeiter / Wirtschaftsjurist (m/w/d) für Insolvenzanfechtung,Hannover,https://www.sponagel-recht.de/karriere-sachbearbeiter-anfechtung-m-w-d/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Kauffrau / Kaufmann für Büromanagement (m/w/d),Hannover,https://www.sponagel-recht.de/karriere-sekretaer-in/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Rechtsreferendar (m/w/d),Hannover,https://www.sponagel-recht.de/karriere-rechtsreferendar-insolvenzverfahren-m-w-d/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Werkstudent (m/w/d) in Anwaltskanzlei,Hannover,https://www.sponagel-recht.de/karriere-werkstudent-kanzlei-m-w-d/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
Dr. Sponagel Rechtsanwälte - Bremen,Sachbearbeiter / Wirtschaftsjurist (m/w/d) für Insolvenzverfahren,Hannover,https://www.sponagel-recht.de/karriere-sachbearbeiter-insolvenzverfahren-m-w-d/,2026-04-02,bewerbung@sponagel-recht.de,bewerbung@sponagel-recht.de
TOP ADAC Anwalt Oliver Berger ᐅ Rechtsanwalt und Fachanwalt für Verkehrsrecht,Fachanwalt Verkehrsrecht,Zentrale/Unbekannt,,2026-04-02,2026-04-19,
DR. SCHMEL - Notar Fachanwälte Rechtsanwälte,Rechtsanwalt/Rechtsanwältin (m/w/d),Bremerhaven,https://www.schmel.de/jobs/,2026-04-02,schmel@schmel.de,schmel@schmel.de
DR. SCHMEL - Notar Fachanwälte Rechtsanwälte,AZUBI RECHTSANWALTS- UND NOTARFACHANGESTELLTE/R (M/W/D),Bremerhaven,https://www.schmel.de/jobs/,2026-04-02,herrmann@schmel.de,herrmann@schmel.de
ENSENBACH Rechtsanwälte,Rechtsanwältin / Rechtsanwalt,Bremerhaven,http://ensenbach.de/karriere,2026-04-02,2026-04-02,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsanwältin / Rechtsanwalt,Hamburg,http://ensenbach.de/karriere,2026-04-02,2026-04-02,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsanwältin / Rechtsanwalt,Berlin,http://ensenbach.de/karriere,2026-04-02,2026-04-02,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsanwalts- und Notarfachangestellte/r,Bremerhaven,http://ensenbach.de/karriere,2026-04-02,2026-04-02,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsanwalts- und Notarfachangestellte/r,Hamburg,http://ensenbach.de/karriere,2026-04-02,2026-04-02,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsanwalts- und Notarfachangestellte/r,Berlin,http://ensenbach.de/karriere,2026-04-02,2026-04-02,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsreferendar/in,Bremerhaven,http://ensenbach.de/karriere,2026-04-02,bremerhaven@dr-ensenbach.de,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsreferendar/in,Hamburg,http://ensenbach.de/karriere,2026-04-02,bremerhaven@dr-ensenbach.de,bremerhaven@dr-ensenbach.de
ENSENBACH Rechtsanwälte,Rechtsreferendar/in,Berlin,http://ensenbach.de/karriere,2026-04-02,bremerhaven@dr-ensenbach.de,bremerhaven@dr-ensenbach.de
Gollub Klemeyer Fachanwälte,Rechtsanwalts- und Notarfachangestellte/n oder Rechtsanwaltsfachangestellte/n (m/w/d),Bremerhaven,https://www.gollub-klemeyer.de/stellenangebote/rechtsanwalts-und-notarfachangestellte-n-oder-rechtsanwaltsfachangestellte-n-m-w-d/,2026-04-02,mail@gollub-klemeyer.de,mail@gollub-klemeyer.de
Gollub Klemeyer Fachanwälte,Rechtsanwältin/Rechtsanwalt (m/w/d),Bremerhaven,https://www.gollub-klemeyer.de/stellenangebote/rechtsanwaeltin-rechtsanwalt-m-w-d/,2026-04-02,mail@gollub-klemeyer.de,mail@gollub-klemeyer.de
Gollub Klemeyer Fachanwälte,Referendarin/Referendar (m/w/d),Bremerhaven,https://www.gollub-klemeyer.de/stellenangebote/referendarin-referendar-m-w-d/,2026-04-02,mail@gollub-klemeyer.de,mail@gollub-klemeyer.de
Sabine Pophusen Rechtsanwältin,Rechtsanwalts- und Notarfachangestellte/n oder Rechtsanwaltsfachangestellte/n (m/w/d),Bremerhaven,https://www.gollub-klemeyer.de/stellenangebote/rechtsanwalts-und-notarfachangestellte-n-oder-rechtsanwaltsfachangestellte-n-m-w-d/,2026-04-02,mail@gollub-klemeyer.de,mail@gollub-klemeyer.de
Sabine Pophusen Rechtsanwältin,Rechtsanwältin/Rechtsanwalt (m/w/d),Bremerhaven,https://www.gollub-klemeyer.de/stellenangebote/rechtsanwaeltin-rechtsanwalt-m-w-d/,2026-04-02,mail@gollub-klemeyer.de,mail@gollub-klemeyer.de
Sabine Pophusen Rechtsanwältin,Referendarin/Referendar (m/w/d),Bremerhaven,https://www.gollub-klemeyer.de/stellenangebote/referendarin-referendar-m-w-d/,2026-04-02,mail@gollub-klemeyer.de,mail@gollub-klemeyer.de
forum Partnerschaftsgesellschaft mbB - Rechtsberatung,Rechtsanwalt (m/w/d),Chemnitz,https://www.forum-ra.de/karriere,2026-04-02,2026-04-19,
forum Partnerschaftsgesellschaft mbB - Rechtsberatung,Rechtsreferendar (m/w/d),Chemnitz,https://www.forum-ra.de/karriere,2026-04-02,2026-04-19,
STOLPE Rechtsanwälte - Fachanwälte,Rechtsanwalt/in (m/w/d),Leipzig,http://www.stolpe-rechtsanwaelte.de/karriere.html,2026-04-02,bewerbung@stolpe-rechtsanwaelte.de,bewerbung@stolpe-rechtsanwaelte.de
STOLPE Rechtsanwälte - Fachanwälte,Rechtsanwalt/in (m/w/d),Chemnitz,http://www.stolpe-rechtsanwaelte.de/karriere.html,2026-04-02,bewerbung@stolpe-rechtsanwaelte.de,bewerbung@stolpe-rechtsanwaelte.de
Hoffmann & Jung Rechtsanwälte,Rechtsanwaltsfachangestellte (M/W/D),Chemnitz,https://www.hoffmann-rechtsanwaelte.de/,2026-04-02,2026-04-19,
"bwp - Rechtsanwälte Baehr, Wübbeke & Partner",Rechtsanwalt/Rechtsanwältin/divers für das allgemeine Zivilrecht,Chemnitz,https://rechtsanwaelte-bwp.de/karriere/,2026-04-02,chemnitz@rechtsanwaelte-bwp.de,chemnitz@rechtsanwaelte-bwp.de
"bwp - Rechtsanwälte Baehr, Wübbeke & Partner",Rechtsanwaltsfachangestellte/n in Vollzeit/Teilzeit (flexibel),Borna,https://rechtsanwaelte-bwp.de/karriere/,2026-04-02,wuebbeke@rechtsanwaelte-bwp.de,wuebbeke@rechtsanwaelte-bwp.de
Patentanwälte und Rechtsanwälte Bockhorni & Kollegen Chemnitz,AUSBILDUNG PATENTANWALTSFACHANGESTELLTE (m/w/d),München,https://www.patguard.de/job/patentanwaltsfachangestellte-m-w-d-2/,2026-04-02,2026-04-12,
Patentanwälte und Rechtsanwälte Bockhorni & Kollegen Chemnitz,AUSBILDUNG PATENTANWALTSFACHANGESTELLTE (m/w/d),Buchloe,https://www.patguard.de/job/patentanwaltsfachangestellte-m-w-d-2/,2026-04-02,2026-04-12,
INGENSIEP Fachanwälte Rechtsanwälte PartGmbB,Rechtsanwalt (m/w/d),Chemnitz,http://www.ifrlegal.de,2026-04-02,yvonne.haase@ifrlegal.de,yvonne.haase@ifrlegal.de
Rechtsanwälte Wellmann & Kollegen,ReFa (w/m/d),Darmstadt,http://www.rae-wellmann.de/karriere.html,2026-04-02,carsten.jakob@rae-wellmann.de,carsten.jakob@rae-wellmann.de
Rechtsanwalt Kramarz,Rechtsanwaltsfachangestellte/r (m/w/d),Darmstadt,https://kanzlei-kramarz.de/jobs/,2026-04-02,anfrage@kanzlei-kramarz.de,anfrage@kanzlei-kramarz.de
Rechtsanwalt Kramarz,Praktikant(in) Informationsrecht (m/w/d),Darmstadt,https://kanzlei-kramarz.de/jobs/,2026-04-02,anfrage@kanzlei-kramarz.de,anfrage@kanzlei-kramarz.de
Knarr & Knopp Milde Netuschil Zimmer Rechtsanwälte Notare Fachanwälte,Rechtsanwalt (m/w/d),Darmstadt,https://www.rak-ffm.de/anzeigenmarkt/detailseite/rechtsanwalt-m-w-d-knarr-knopp-milde-netuschil-zimmer-rechtsanwaelte-partg-mbb/,2026-04-02,2026-04-19,darmstadt@knarr-knopp.de
Knarr & Knopp Milde Netuschil Zimmer Rechtsanwälte Notare Fachanwälte,Rechtsanwaltsfachengestellte(r) (m/w/d),Griesheim,http://rak-ffm.de/anzeigenmarkt/detailseite/rechtsanwaltsfachangestellte-n-m-w-d-knarr-knopp-milde-netuschil-zimmer-rechtsanwaelte-partg-mbb/,2026-04-02,2026-04-19,darmstadt@knarr-knopp.de
Lankau Weitz Gallina Rechtsanwälte & Notare Darmstadt,Notarfachangestellte*n (m/w/d) in Vollzeit oder Teilzeit,Darmstadt,https://anwaltskanzlei-lankau.de/aktuelle-jobs/,2026-04-02,bewerbung@kanzlei-lwg.de,bewerbung@kanzlei-lwg.de
Lankau Weitz Gallina Rechtsanwälte & Notare Darmstadt,Empfangskraft (m/w/d)in Vollzeit,Darmstadt,https://anwaltskanzlei-lankau.de/aktuelle-jobs-empfangskraft/,2026-04-02,bewerbung@kanzlei-lwg.de,bewerbung@kanzlei-lwg.de
Lankau Weitz Gallina Rechtsanwälte & Notare Darmstadt,Mitarbeiter*in (m/w/d) im Bereich Kanzleibuchhaltung und Vertragsmanagement,Darmstadt,https://anwaltskanzlei-lankau.de/jobangebot-kanzleibuchhaltung-vertragsmanagement/,2026-04-02,bewerbung@kanzlei-lwg.de,bewerbung@kanzlei-lwg.de
Lankau Weitz Gallina Rechtsanwälte & Notare Darmstadt,Rechtsanwalt/Rechtsanwältin (m/w/d) im Privaten Baurecht,Darmstadt,https://anwaltskanzlei-lankau.de/aktuelle-jobs/,2026-04-02,bewerbung@kanzlei-lwg.de,bewerbung@kanzlei-lwg.de
Kanzlei Lösch Caspar Kuznik Brisch - Rechtsanwälte · Notar · Fachanwälte,Fachanwältin/Fachanwalt für Erbrecht,Darmstadt,https://kanzlei-bismarckstrasse.de/wp-content/uploads/2025/09/Stellenanzeige-Fachanwaeltin-Fachanwalt-fuer-Erbrecht.pdf,2026-04-02,tbrisch@kanzlei-bismarckstrasse.de,tbrisch@kanzlei-bismarckstrasse.de
"Lawyers Kolb, Blickhan & Partner",Rechtsanwalt Datenschutz (m/w/d),Darmstadt,https://kolb-blickhan-partner.de/karriere/rechtsanwalt-ip-it-und-datenschutzrecht/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwalt Datenschutz (m/w/d),Mainz,https://kolb-blickhan-partner.de/karriere/rechtsanwalt-ip-it-und-datenschutzrecht/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwalt Datenschutz (m/w/d),Mannheim,https://kolb-blickhan-partner.de/karriere/rechtsanwalt-ip-it-und-datenschutzrecht/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwalt Arbeitsrecht (m/w/d),Darmstadt,https://kolb-blickhan-partner.de/karriere/rechtsanwalt-m-w-d-arbeitsrecht-datenschutz/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwalt Arbeitsrecht (m/w/d),Mainz,https://kolb-blickhan-partner.de/karriere/rechtsanwalt-m-w-d-arbeitsrecht-datenschutz/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwalt Arbeitsrecht (m/w/d),Mannheim,https://kolb-blickhan-partner.de/karriere/rechtsanwalt-m-w-d-arbeitsrecht-datenschutz/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsreferendar (m/w/d),Darmstadt,https://kolb-blickhan-partner.de/karriere/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsreferendar (m/w/d),Mainz,https://kolb-blickhan-partner.de/karriere/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsreferendar (m/w/d),Mannheim,https://kolb-blickhan-partner.de/karriere/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwaltfachangestellter (m/w/d),Darmstadt,https://kolb-blickhan-partner.de/karriere/,2026-04-02,2026-04-19,
"Lawyers Kolb, Blickhan & Partner",Rechtsanwaltfachangestellter (m/w/d),Mainz,https://kolb-blickhan-partner.de/karriere/,2026-04-02,2026-04-19,
