"canonical_firm_id","Unternehmensname","Domainname des Unternehmens","Jobboard_URL","strategy","adapter","ats","status","reason","http_status","html_job_count","json_job_count","signals","analyzed_at"
"simon-und","Simon & Partner","simon-und-partner.de","https://www.simon-und-partner.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","host:www.simon-und-partner.de","2026-06-19"
"stein-und","Stein & Partner Rechtsanwälte","steinundpartner.de","https://steinundpartner.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,load_more,pagination,js_app,host:steinundpartner.de","2026-06-19"
"schmitz","Schmitz + Partner","schmitzpartner.de","https://schmitzpartner.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,load_more,pagination,js_app,host:schmitzpartner.de","2026-06-19"
"wsp-wintzer-stauffenberg-pekruhl","WSP Wintzer Stauffenberg Pekruhl","wsp-beratung.com","https://wsp-beratung.com","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"ww-kn","WW+KN","wwkn.de","https://wwkn.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","10","0","json_ld,pagination,js_app,host:wwkn.de","2026-06-19"
"holler","Holler Rechtsanwälte","holler.de","https://holler.de/karriere.html","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:holler.de","2026-06-19"
"wach-und-meckes-und","Wach und Meckes und Partner","wachundmeckes.com","https://wachundmeckes.com","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:wachundmeckes.com","2026-06-19"
"theopark","THEOPARK","theopark.com","https://www.theopark.com/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","pagination,host:www.theopark.com","2026-06-19"
"thuer-werner-sontag","Thür Werner Sontag","tws-rechtsanwaelte.de","https://www.tws-rechtsanwaelte.de/kanzlei/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,host:www.tws-rechtsanwaelte.de","2026-06-19"
"tsc-schipp-und","TSC Schipp & Partner","t-s-c.eu","https://www.t-s-c.eu/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","host:www.t-s-c.eu","2026-06-19"
"thomas-deckers-wehnert-elsner","Thomas Deckers Wehnert Elsner","tdwe.de","https://tdwe.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,host:tdwe.de","2026-06-19"
"tilp","Tilp","tilp.de","https://tilp.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,pagination,js_app,host:tilp.de","2026-06-19"
"taliens","Taliens","taliens.com","https://taliens.com/career/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,host:taliens.com","2026-06-19"
"studio","Studio Legal","studiolegal.de","https://studiolegal.de","llm_fallback","","unknown","request_error","ConnectionError","","0","0","","2026-06-19"
"ssp","SSP-Law","ssp-law.de","https://www.ssp-law.de/kanzlei/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,js_app,host:www.ssp-law.de","2026-06-19"
"tci","TCI Rechtsanwälte","tcilaw.de","https://www.tcilaw.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:www.tcilaw.de","2026-06-19"
"seebacher-fleischmann-mueller","Seebacher Fleischmann Müller","sfm-arbeitsrecht.de","https://sfm-arbeitsrecht.de/stellen/","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:sfm-arbeitsrecht.de","2026-06-19"
"schweibert-lessmann-und","Schweibert Leßmann & Partner","schweibertlessmann.de","https://www.schweibertlessmann.de/karriere/","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:www.schweibertlessmann.de","2026-06-19"
"schmidt-jortzig-petersen-penzlin","Schmidt-Jortzig Petersen Penzlin","sjpp.de","https://www.sjpp.de/jobs.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","host:www.sjpp.de","2026-06-19"
"rpo-ruttkamp-oberthuer","RPO Ruttkamp Oberthür","rpo-rechtsanwaelte.de","https://rpo-rechtsanwaelte.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","host:rpo-rechtsanwaelte.de","2026-06-19"
"weser","Weser Law","weser-law.de","","manual_review","","unknown","missing_jobboard_url","Keine Jobboard_URL und keine Domain.","","0","0","","2026-06-19"
"schramm-meyer-kuhnke","Schramm Meyer Kuhnke","schrammmeyerkuhnke.de","https://www.schrammmeyerkuhnke.de/de/karriere","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,host:www.schrammmeyerkuhnke.de","2026-06-19"
"prinz-und","Prinz & Partner","prinz.eu","https://www.prinz.eu/karriere","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:www.prinz.eu","2026-06-19"
"rapraeger-hoffmann-und","Rapräger Hoffmann und Partner","rapraeger.de","https://rapraeger.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,load_more,host:rapraeger.de","2026-06-19"
"preu-bohlig-und","Preu Bohlig & Partner","preubohlig.de","https://preubohlig.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,pagination,blocked,host:preubohlig.de","2026-06-19"
"rpm-dres-ruge-purrucker-makowski","RPM Dres. Ruge Purrucker Makowski","rpm-recht.de","https://rpm-recht.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:rpm-recht.de","2026-06-19"
"pohlmann-und-company","Pohlmann & Company","pohlmann-company.com","https://www.pohlmann-company.com/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,host:www.pohlmann-company.com","2026-06-19"
"peterreins-schley","Peterreins Schley","ps-patent.com","https://ps-patent.com/career.html","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:ps-patent.com","2026-06-19"
"posser-spieth-wolfers-und","POSSER SPIETH WOLFERS & PARTNERS","pswp.de","https://pswp.de/karriere","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","2","1","json_ld,host:pswp.de","2026-06-19"
"pfo-poehlmann-fruechtl-oppermann-partmbb-und","PFO Pöhlmann, Früchtl, Oppermann PartmbB Rechtsanwälte & Steuerberater","pfo-anwaelte.de","https://pfo-anwaelte.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,blocked,host:pfo-anwaelte.de","2026-06-19"
"nst-niering-stock-toemp","NST – NIERING STOCK TÖMP","nst-inso.com","https://nst-inso.com/karriere/","reader_or_llm","","unknown","blocked","Seite wirkt geblockt oder leer fuer normale Requests.","200","0","0","blocked,host:nst-inso.com","2026-06-19"
"novacos","Novacos","novacos-law.com","https://www.novacos-law.com/en/career/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,host:www.novacos-law.com","2026-06-19"
"am-ballindamm","Notare am Ballindamm","notariat-ballindamm.de","https://www.notariat-ballindamm.de/jobs/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","host:www.notariat-ballindamm.de","2026-06-19"
"notariat-bergstrasse","Notariat Bergstraße","notariat-bergstrasse.de","https://www.notariat-bergstrasse.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","10","0","json_ld,blocked,host:www.notariat-bergstrasse.de","2026-06-19"
"mueller-mahlmann","Müller Mahlmann","muellermahlmann.de","https://muellermahlmann.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,pagination,js_app,host:muellermahlmann.de","2026-06-19"
"am-gaensemarkt","Notare am Gänsemarkt","notare-amgaensemarkt.de","https://notare-amgaensemarkt.de/de/karriere","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","5","1","json_ld,host:notare-amgaensemarkt.de","2026-06-19"
"neuwerk","NEUWERK","neuwerk.legal","https://www.neuwerk.legal/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","host:www.neuwerk.legal","2026-06-19"
"olbricht-buchhold-keulertz","Olbricht Buchhold Keulertz","olbrichtpatent.de","https://www.olbrichtpatent.de/de/firm/career","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:www.olbrichtpatent.de","2026-06-19"
"mueller-blum","Müller Blum","muellerblum.de","https://muellerblum.de","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"am-alstertor","Notare am Alstertor","alstertor.de","https://www.alstertor.de/de/#","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","host:www.alstertor.de","2026-06-19"
"neussel-kpa","Neussel KPA","neusselkpa.de","https://www.neusselkpa.de/karriere","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","0","2","json_ld,blocked,host:www.neusselkpa.de","2026-06-19"
"nordemann-czychowski-und","Nordemann Czychowski &. Partner","nordemann.de","https://nordemann.de/jobs/","reader_or_llm","","unknown","blocked","Seite wirkt geblockt oder leer fuer normale Requests.","200","0","0","blocked,host:nordemann.de","2026-06-19"
"neuland","Neuland","neuland.legal","https://www.neuland.legal/career.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","host:www.neuland.legal","2026-06-19"
"meinhardt-gieseler-und","Meinhardt Gieseler & Partner","mgup-kanzlei.de","https://mgup-kanzlei.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","8","0","json_ld,pagination,blocked,host:mgup-kanzlei.de","2026-06-19"
"momentum","Momentum","momentum-partners.de","https://momentum-partners.de","llm_fallback","","unknown","request_error","ConnectionError","","0","0","","2026-06-19"
"medlegal","Medlegal","medlegal.de","https://www.medlegal.de/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,host:www.medlegal.de","2026-06-19"
"moller-theobald-jung-zenger","Moller Theobald Jung Zenger","mtjz.de","https://www.mtjz.de/aktuelles/unsere-aktuellen-stellenangebote/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","host:www.mtjz.de","2026-06-19"
"moog","Moog","moogpartner.de","https://www.moogpartner.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","31","0","host:www.moogpartner.de","2026-06-19"
"michels-pmks","Michels pmks","michelspmks.de","https://michelspmks.de/de/karriere/","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:michelspmks.de","2026-06-19"
"mnb","MNB Legal","www-mnblegal.de","https://www-mnblegal.de","llm_fallback","","unknown","request_error","ConnectionError","","0","0","","2026-06-19"
"martius","Martius Rechtsanwälte","martius-partner.com","https://martius-partner.com/career","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:martius-partner.com","2026-06-19"
"martini-mogg-vogt","Martini Mogg Vogt","mmv-recht.de","https://www.mmv-recht.de/de/stellenangebote","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","2","3","json_ld,pagination,host:www.mmv-recht.de","2026-06-19"
"lmps-von-laer-meyer-paul-stuttmann","LMPS von Laer Meyer Paul Stuttmann","lmps.de","https://lmps.de/karriere/","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","0","1","json_ld,host:lmps.de","2026-06-19"
"media","Media Kanzlei","media-kanzlei.com","https://media-kanzlei.com/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","21","0","pagination,js_app,host:media-kanzlei.com","2026-06-19"
"lts","LTS Rechtsanwälte","lts-kanzlei.de","https://lts-kanzlei.de/?page_id=7589","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"klinkert","Klinkert","klinkert.pro","https://klinkert.pro","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","load_more,js_app,host:klinkert.pro","2026-06-19"
"krause-und-kollegen","Krause & Kollegen","kralaw.de","https://www.kralaw.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","host:www.kralaw.de","2026-06-19"
"leitner-und-kollegen","Leitner & Kollegen","leitner-partner.de","https://leitner-partner.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","js_app,host:leitner-partner.de","2026-06-19"
"kasper-knacke","Kasper Knacke","kasperknacke.de","https://www.kasperknacke.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,pagination,js_app,host:www.kasperknacke.de","2026-06-19"
"jonas-rechtsanwaltsgesellschaft-mbh","JONAS Rechtsanwaltsgesellschaft mbH","jonas-lawyers.com","https://jonas-lawyers.com/karriere.php?lang=de&menu=f&sub_menu=1","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","host:jonas-lawyers.com","2026-06-19"
"keiper-und-co","Keiper & Co","keiper-co.de","https://keiper-co.de/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,js_app,host:keiper-co.de","2026-06-19"
"khh-kropp-haag-huebinger","KHH Kropp Haag Hübinger","khh-legal.de","https://khh-legal.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","js_app,host:www.khh-legal.de","2026-06-19"
"hilger-neumann-und","Hilger Neumann & Partner","hilger-neumann-partner.de","https://hilger-neumann-partner.de","llm_fallback","","unknown","request_error","SSLError","","0","0","","2026-06-19"
"hlb-hussmann","HLB Hussmann","hlb-hussmann.de","https://www.hlb-hussmann.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","15","0","json_ld,pagination,blocked,host:www.hlb-hussmann.de","2026-06-19"
"hsp-steuer-goettingen","HSP Steuer Göttingen","hsp-steuer.de","https://www.hsp-steuer.de/info-center/karrierenews-aus-der-hsp-gruppe/","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","16","1","json_ld,pagination,blocked,host:www.hsp-steuer.de","2026-06-19"
"hansa-rommel-und-meyer","Hansa Partner Rommel & Meyer","hansapartner.de","https://www.hansapartner.de/karriere.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","13","0","pagination,host:www.hansapartner.de","2026-06-19"
"grube-pitzer-konnertz-haeussler","Grube · Pitzer · Konnertz-Häußler Rechtsanwälte","gpkh.eu","https://gpkh.eu/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,host:gpkh.eu","2026-06-19"
"heckschen-und-van-de-loo","Heckschen & van de Loo","heckschen-vandeloo.de","https://www.heckschen-salomon.de/notariat/karriere-neu.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","18","0","json_ld,host:www.heckschen-salomon.de","2026-06-19"
"glawe-delfs-moll","GLAWE DELFS MOLL","glawe.de","https://www.glawe.de/jobs/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,pagination,blocked,js_app,host:www.glawe.de","2026-06-19"
"garrn-und-nett","Garrn & Nett","stb-garrn-nett.de","https://garrn-nett.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:garrn-nett.de","2026-06-19"
"gazeas-nepomuck","Gazeas Nepomuck","gazeas.de","https://gazeas.de/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,host:gazeas.de","2026-06-19"
"franssen-und-nusser","Franßen & Nusser","fn.legal","https://fn.legal/de/de/karriere/","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"ego-humrich-wyen","Ego Humrich Wyen","ehw-partners.com","https://ehw-partners.com/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,pagination,host:ehw-partners.com","2026-06-19"
"eip","EIP","eip.com","https://eip.com/uk/careers","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","4","1","json_ld,load_more,pagination,js_app,host:eip.com","2026-06-19"
"flother-und-wissing","Flother & Wissing","floether-wissing.de","https://floether-wissing.de/ueber-uns/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,js_app,host:floether-wissing.de","2026-06-19"
"ferox","Ferox Legal","feroxlegal.com","https://feroxlegal.com/de/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,js_app,host:feroxlegal.com","2026-06-19"
"ehlers-ehlers-und-rechtsanwaltsgesellschaft","EHLERS, EHLERS & PARTNER RECHTSANWALTSGESELLSCHAFT MBB","ehlers-ehlers-und-partner.de","https://ehlers-ehlers-und-partner.de","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:ehlers-ehlers-und-partner.de","2026-06-19"
"dts-schnekenbuehl-und","DTS Schnekenbühl und Partner","dts.law","https://dts.law/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,pagination,js_app,host:dts.law","2026-06-19"
"dr-marcus-kaempfer-und-andrea","Dr. Marcus Kämpfer und Andrea","notare-kb.de","https://www.notare-kb.de/karriere-notare-duesseldorf.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","host:www.notare-kb.de","2026-06-19"
"dr-kai-bischoff-und-andreas-buerger","Dr. Kai Bischoff und Andreas Bürger","bbnotare.de","https://www.bbnotare.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,blocked,host:www.bbnotare.de","2026-06-19"
"dr-knabe","Dr. Knabe","dr-knabe.de","https://www.dr-knabe.de/karriere","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:www.dr-knabe.de","2026-06-19"
"dr-hermanns-und-dr-schumacher","Dr. Hermanns & Dr. Schumacher","https://www.hermanns-schumacher.d","https://www.hermanns-schumacher.d","llm_fallback","","unknown","request_error","ConnectionError","","0","0","","2026-06-19"
"de-faria-und","de Faria & Partner","defaria.de","https://defaria.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,pagination,blocked,host:defaria.de","2026-06-19"
"doctores-voelschau","Doctores Völschau","voelschau.de","https://www.voelschau.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,pagination,blocked,js_app,host:www.voelschau.de","2026-06-19"
"chatham","Chatham Partners LLP","chatham.partners","https://chatham.partners/career/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","host:chatham.partners","2026-06-19"
"comindis","Comindis","comindis.com","https://comindis.com/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,host:comindis.com","2026-06-19"
"clayston","Clayston","clayston.com","https://clayston.com/de/karriere.php","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","0","1","json_ld,host:clayston.com","2026-06-19"
"busse-disputes","Busse Disputes","busse-disputes.com","https://www.busse-disputes.com/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,blocked,host:www.busse-disputes.com","2026-06-19"
"counsel-treuhand","Counsel Treuhand","counsel.de","https://counsel-karriere.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,pagination,blocked,js_app,host:counsel-karriere.de","2026-06-19"
"blomstein","Blomstein","blomstein.com","https://www.blomstein.com/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","host:www.blomstein.com","2026-06-19"
"bredow-valentin-herz","Bredow Valentin Herz","vbvh.de","https://www.vbvh.de/karriere/","reader_or_llm","","unknown","blocked","Seite wirkt geblockt oder leer fuer normale Requests.","200","0","0","json_ld,blocked,host:www.vbvh.de","2026-06-19"
"boehret-semsdorf-und","Böhret Semsdorf & Partner","boehret-sehmsdorf.de","https://karriere.boehret-sehmsdorf.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","0","1","json_ld,pagination,blocked,js_app,host:karriere.boehret-sehmsdorf.de","2026-06-19"
"boeke-und","Böke & Partner","boekeundpartner.de","https://boekeundpartner.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","8","0","json_ld,pagination,blocked,js_app,host:boekeundpartner.de","2026-06-19"
"bluedex","Bluedex","bluedex.de","https://bluedex.de/verstaerkung/","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:bluedex.de","2026-06-19"
"assmannpeiffer","AssmannPeiffer Rechtsanwälte Partnerschaft mbB","assmann-peiffer.de","https://assmann-peiffer.de/de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","blocked,host:assmann-peiffer.de","2026-06-19"
"bergeman-schoenherr","Bergeman Schönherr Partner","bbsz.de","https://bbsz.de","llm_fallback","","unknown","request_error","SSLError","","0","0","","2026-06-19"
"awb","AWB Rechtsanwälte","awb-international.de","https://www.awb-international.com/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:www.awb-international.com","2026-06-19"
"baumann-resolving-disputes","Baumann Resolving Disputes","baumann-disputes.de","https://baumann-disputes.de/karriere/","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","json_ld,host:baumann-disputes.de","2026-06-19"
"antweilerliebschwagernieberding","AntweilerliebschwagerNieberding","aln-partner.de","https://www.aln-partner.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","pagination,js_app,host:www.aln-partner.de","2026-06-19"
"austmann-und","Austmann & Partner","austmannpartner.com","https://www.austmannpartner.com/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","host:www.austmannpartner.com","2026-06-19"
"benefitax","Benefitax","benefitax.de","https://www.benefitax.de/karriere-offene-stellen/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","25","0","json_ld,pagination,js_app,host:www.benefitax.de","2026-06-19"
"andrejewski-honke","Andrejewski Honke","andrejewski.de","https://www.andrejewski.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,blocked,host:www.andrejewski.de","2026-06-19"
"altenburg","Altenburg","altenburg.net","https://addworx.legal/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,host:addworx.legal","2026-06-19"
"zuhorn-und-gbr","Zuhorn und Partner GbR","zuhorn.de","https://zuhorn.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","6","0","host:zuhorn.de","2026-06-19"
"zwicker-schnappauf-und-patentanwaelte","Zwicker Schnappauf & Partner Patentanwälte PartG mbB","zsp-ip.de","https://zsp-ip.de/jobs/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,load_more,pagination,blocked,host:zsp-ip.de","2026-06-19"
"ziefle-unger-von-rechtsanwaelten","Ziefle Unger Partnerschaft von Rechtsanwälten mbB","ziefle.law","https://ziefle.law/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","6","0","json_ld,host:ziefle.law","2026-06-19"
"wirtschaftsrat-recht-bremer-und-heller","WIRTSCHAFTSRAT Recht Bremer & Heller","wr-recht.de","https://www.wr-recht.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","7","0","host:www.wr-recht.de","2026-06-19"
"witte-weller-und-patentanwaelte","WITTE, WELLER & PARTNER Patentanwälte mbB","wwp.de","https://www.wwp.de/de/karriere/start","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","16","0","js_app,host:www.wwp.de","2026-06-19"
"wollmann-und","Wollmann & Partner Rechtsanwälte mbB","wollmann.de","https://www.wollmann.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:www.wollmann.de","2026-06-19"
"westhelle-und","Westhelle und Partner Rechtsanwälte","westhelleundpartner.eu","https://westhelleundpartner.eu","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:www.westhelleundpartner.eu","2026-06-19"
"winter-und-partnerschaftsgesellschaft","Winter Rechtsanwälte und Steuerberater Partnerschaftsgesellschaft mbB","rechtsanwaelte-bergisch-gladbach.de","https://rechtsanwaelte-bergisch-gladbach.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,blocked,js_app,host:rechtsanwaelte-bergisch-gladbach.de","2026-06-19"
"wiegert-werner-partnerschaftsgesellschaft","Wiegert Werner, Rechtsanwälte, Partnerschaftsgesellschaft mbB","wwp-law.de","https://www.wwp-law.de/karriere","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,blocked,js_app,host:www.wwp-law.de","2026-06-19"
"wesch-und-buchenroth-partnerschaftsgesellschaft","Wesch & Buchenroth Rechtsanwälte Partnerschaftsgesellschaft mbB","wesch-buchenroth.com","https://wesch-buchenroth.com/de/#bewerbungen","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","7","0","pagination,host:wesch-buchenroth.com","2026-06-19"
"winter-brandl","Winter · Brandl Partnerschaft mbB","wbetal.de","https://wbetal.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","9","0","pagination,blocked,js_app,host:wbetal.de","2026-06-19"
"westphal-mussgnug-und-patentanwaelte-mit-beschraenkter-berufshaftung","Westphal, Mussgnug & Partner, Patentanwälte mit beschränkter Berufshaftung","wemupat.de","https://www.wemupat.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,blocked,host:www.wemupat.de","2026-06-19"
"wilhelm-von-rechtsanwaelten","Wilhelm Partnerschaft von Rechtsanwälten mbB","wilhelm-rae.de","https://www.wilhelm-rae.de/ueber-uns","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","host:www.wilhelm-rae.de","2026-06-19"
"weickmann-und-weickmann-patent-und-partmbb","Weickmann & Weickmann Patent- und Rechtsanwälte PartmbB","weickmann.de","https://www.weickmann.de/karriere/","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","8","3","json_ld,pagination,js_app,host:www.weickmann.de","2026-06-19"
"wendelstein","Wendelstein","wendelstein.com","https://www.wendelstein.com/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","host:www.wendelstein.com","2026-06-19"
"wegnerpartner-wegner-und","Wegnerpartner Wegner & Partner mbB, Rechtsanwälte","wegnerpartner.com","https://www.wegnerpartner.com/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:www.wegnerpartner.com","2026-06-19"
